cls,threshold,specificity,recall_subpatch,recall_all,n_subpatch,n_positive,youden_threshold
IRF,0.598,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.6,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.602,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.604,0.9503105590062112,0.4050632911392405,0.5847457627118644,79,118,0.16
IRF,0.606,0.953416149068323,0.3924050632911392,0.576271186440678,79,118,0.16
IRF,0.608,0.953416149068323,0.3924050632911392,0.576271186440678,79,118,0.16
IRF,0.61,0.953416149068323,0.3924050632911392,0.576271186440678,79,118,0.16
IRF,0.612,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.614,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.616,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.618,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.62,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.622,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.624,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.626,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.628,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.63,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
IRF,0.632,0.953416149068323,0.3924050632911392,0.5677966101694916,79,118,0.16
